182,Foundation,Isaac Asimov,"For twelve thousand years the Galactic Empire has ruled supreme. Now it is dying. But only Hari Seldon, creator of the revolutionary science of psychohistory, can see into the future -- to a dark age of ignorance, barbarism, and warfare that will last thirty thousand years. To preserve knowledge and save mankind, Seldon gathers the best minds in the Empire -- both scientists and scholars -- and brings them to a bleak planet at the edge of the Galaxy to serve as a beacon of hope for a future generations. He calls his sanctuary the Foundation.But soon the fledgling Foundation finds itself at the mercy of corrupt warlords rising in the wake of the receding Empire. Mankind's last best hope is faced with an agonizing choice: submit to the barbarians and be overrun -- or fight them and be destroyed.",4.15,Science Fiction,[],[],"Foundation
Isaac Asimov
Science Fiction
For twelve thousand years the Galactic Empire has ruled supreme. Now it is dying. But only Hari Seldon, creator of the revolutionary science of psychohistory, can see into the future -- to a dark age of ignorance, barbarism, and warfare that will last thirty thousand years. To preserve knowledge and save mankind, Seldon gathers the best minds in the Empire -- both scientists and scholars -- and brings them to a bleak planet at the edge of the Galaxy to serve as a beacon of hope for a future generations. He calls his sanctuary the Foundation.But soon the fledgling Foundation finds itself at the mercy of corrupt warlords rising in the wake of the receding Empire. Mankind's last best hope is faced with an agonizing choice: submit to the barbarians and be overrun -- or fight them and be destroyed.
4.1"
183,Small Gods,Terry Pratchett,"Just because you can't explain it, doesn't mean it's a miracle.' Religion is a controversial business in the Discworld. Everyone has their own opinion, and indeed their own gods. Who come in all shapes and sizes. In such a competitive environment, there is a pressing need to make one's presence felt. And it's certainly not remotely helpful to be reduced to be appearing in the form of a tortoise, a manifestation far below god-like status in anyone's book. In such instances, you need an acolyte, and fast. Preferably one who won't ask too many questions...",4.28,Fiction,[],[],"Small Gods
Terry Pratchett
Fiction
Just because you can't explain it, doesn't mean it's a miracle.' Religion is a controversial business in the Discworld. Everyone has their own opinion, and indeed their own gods. Who come in all shapes and sizes. In such a competitive environment, there is a pressing need to make one's presence felt. And it's certainly not remotely helpful to be reduced to be appearing in the form of a tortoise, a manifestation far below god-like status in anyone's book. In such instances, you need an acolyte, and fast. Preferably one who won't ask too many questions...
4.2"
184,The Big Sleep,Raymond Chandler,"""Down these mean streets a man must go who is not himself mean, who is neither tarnished nor afraid....He is the hero; he is everything. He must be a complete man and a common man and yet an unusual man. This is the Code of the Private Eye as defined by Raymond Chandler in his 1944 essay 'The Simple Act of Murder.' Such a man was Philip Marlowe, private eye, an educated, heroic, streetwise, rugged individualist and the hero of Chandler's first novel, The Big Sleep. This work established Chandler as the master of the 'hard-boiled' detective novel, and his articulate and literary style of writing won him a large audience, which ranged from the man in the street to the most sophisticated intellectual. Marlowe subsequently appeared in a series of extremely popular novels, among them The Lady in the Lake, The Long Goodbye, and Farewell, My Lovely."" ~ Elizabeth Diefendorf, editor, The New York Public Library's Books of the Century, p. 112.Selected as one of Time Magazine's All-Time 100 Novels, with the following review: ""'I was neat, clean, shaved and sober, and I didn't care who knew it. I was everything the well-dressed private detective ought to be.' This sentence, from the first paragraph of The Big Sleep, marks the last time you can be fully confident that you know what's going on. The first novel by Raymond Chandler at the age of 51.",4.02,Mystery,[],[],"The Big Sleep
Raymond Chandler
Mystery
""Down these mean streets a man must go who is not himself mean, who is neither tarnished nor afraid....He is the hero; he is everything. He must be a complete man and a common man and yet an unusual man. This is the Code of the Private Eye as defined by Raymond Chandler in his 1944 essay 'The Simple Act of Murder.' Such a man was Philip Marlowe, private eye, an educated, heroic, streetwise, rugged individualist and the hero of Chandler's first novel, The Big Sleep. This work established Chandler as the master of the 'hard-boiled' detective novel, and his articulate and literary style of writing won him a large audience, which ranged from the man in the street to the most sophisticated intellectual. Marlowe subsequently appeared in a series of extremely popular novels, among them The Lady in the Lake, The Long Goodbye, and Farewell, My Lovely."" ~ Elizabeth Diefendorf, editor, The New York Public Library's Books of the Century, p. 112.Selected as one of Time Magazine's All-Time 100 Novels, with the following review: ""'I was neat, clean, shaved and sober, and I didn't care who knew it. I was everything the well-dressed private detective ought to be.' This sentence, from the first paragraph of The Big Sleep, marks the last time you can be fully confident that you know what's going on. The first novel by Raymond Chandler at the age of 51.
4.0"
185,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,"A panda walks into a café. He orders a sandwich, eats it, then draws a gun and fires two shots in the air.""Why?"" asks the confused waiter, as the panda makes towards the exit. The panda produces a badly punctuated wildlife manual and tosses it over his shoulder.""I'm a panda,"" he says at the door. ""Look it up.""The waiter turns to the relevant entry and, sure enough, finds an explanation.""Panda. Large black-and-white bear-like mammal, native to China. Eats, shoots and leaves.""So, punctuation really does matter, even if it is only occasionally a matter of life and death.Now, we all know the basics of punctuation. Or do we? A look at most neighborhood signage tells a different story. Through sloppy usage and low standards on the internet, in e-mail, and now text messages, we have made proper punctuation an endangered species.In Eats, Shoots & Leaves, former editor Truss dares to say, in her delightfully urbane, witty, and very English way, that it is time to look at our commas and semicolons and see them as the wonderful and necessary things they are. This is a book for people who love punctuation and get upset when it is mishandled. From the invention of the question mark in the time of Charlemagne to George Orwell shunning the semicolon, this lively history makes a powerful case for the preservation of a system of printing conventions that is much too subtle to be mucked about with.",3.87,Nonfiction,[],[],"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation
Lynne Truss
Nonfiction
A panda walks into a café. He orders a sandwich, eats it, then draws a gun and fires two shots in the air.""Why?"" asks the confused waiter, as the panda makes towards the exit. The panda produces a badly punctuated wildlife manual and tosses it over his shoulder.""I'm a panda,"" he says at the door. ""Look it up.""The waiter turns to the relevant entry and, sure enough, finds an explanation.""Panda. Large black-and-white bear-like mammal, native to China. Eats, shoots and leaves.""So, punctuation really does matter, even if it is only occasionally a matter of life and death.Now, we all know the basics of punctuation. Or do we? A look at most neighborhood signage tells a different story. Through sloppy usage and low standards on the internet, in e-mail, and now text messages, we have made proper punctuation an endangered species.In Eats, Shoots & Leaves, former editor Truss dares to say, in her delightfully urbane, witty, and very English way, that it is time to look at our commas and semicolons and see them as the wonderful and necessary things they are. This is a book for people who love punctuation and get upset when it is mishandled. From the invention of the question mark in the time of Charlemagne to George Orwell shunning the semicolon, this lively history makes a powerful case for the preservation of a system of printing conventions that is much too subtle to be mucked about with.
3.8"
186,Medea,Euripides,"One of the most powerful and enduring of Greek tragedies, Medea centers on the myth of Jason, leader of the Argonauts, who has won the dragon-guarded treasure of the Golden Fleece with the help of the sorceress Medea. Having married Medea and fathered her two children, Jason abandons her for a more favorable match, never suspecting the terrible revenge she will take. Euripides' masterly portrayal of the motives fiercely driving Medea's pursuit of vengeance for her husband's insult and betrayal has held theater audiences spellbound for more than twenty centuries. Rex Warner's authoritative translation brings this great classic of world literature vividly to life.Reprint of the John Lane, The Bodley Head Limited, London, 1944 edition.",3.84,Classics,[],[],"Medea
Euripides
Classics
One of the most powerful and enduring of Greek tragedies, Medea centers on the myth of Jason, leader of the Argonauts, who has won the dragon-guarded treasure of the Golden Fleece with the help of the sorceress Medea. Having married Medea and fathered her two children, Jason abandons her for a more favorable match, never suspecting the terrible revenge she will take. Euripides' masterly portrayal of the motives fiercely driving Medea's pursuit of vengeance for her husband's insult and betrayal has held theater audiences spellbound for more than twenty centuries. Rex Warner's authoritative translation brings this great classic of world literature vividly to life.Reprint of the John Lane, The Bodley Head Limited, London, 1944 edition.
3.8"
187,House of Leaves,Mark Z. Danielewski,"Years ago, when House of Leaves was first being passed around, it was nothing more than a badly bundled heap of paper, parts of which would occasionally surface on the Internet. No one could have anticipated the small but devoted following this terrifying story would soon command. Starting with an odd assortment of marginalized youth—musicians, tattoo artists, programmers, strippers, environmentalists, and adrenaline junkies—the book eventually made its way into the hands of older generations, who not only found themselves in those strangely arranged pages but also discovered a way back into the lives of their estranged children.Now, for the first time, this astonishing novel is made available in book form, complete with the original colored words, vertical footnotes, and newly added second and third appendices.The story remains unchanged, focusing on a young family that moves into a small home on Ash Tree Lane where they discover something is terribly wrong: their house is bigger on the inside than it is on the outside.Of course, neither Pulitzer Prize-winning photojournalist Will Navidson nor his companion Karen Green was prepared to face the consequences of that impossibility, until the day their two little children wandered off and their voices eerily began to return another story—of creature darkness, of an ever-growing abyss behind a closet door, and of that unholy growl which soon enough would tear through their walls and consume all their dreams.",4.13,Horror,[],"['New York Public Library Young Lions Fiction Award (2001)', 'Guardian First Book Award Nominee (2000)', 'James Tait Black Memorial Prize Nominee for Fiction (2000)']","House of Leaves
Mark Z. Danielewski
Horror
Years ago, when House of Leaves was first being passed around, it was nothing more than a badly bundled heap of paper, parts of which would occasionally surface on the Internet. No one could have anticipated the small but devoted following this terrifying story would soon command. Starting with an odd assortment of marginalized youth—musicians, tattoo artists, programmers, strippers, environmentalists, and adrenaline junkies—the book eventually made its way into the hands of older generations, who not only found themselves in those strangely arranged pages but also discovered a way back into the lives of their estranged children.Now, for the first time, this astonishing novel is made available in book form, complete with the original colored words, vertical footnotes, and newly added second and third appendices.The story remains unchanged, focusing on a young family that moves into a small home on Ash Tree Lane where they discover something is terribly wrong: their house is bigger on the inside than it is on the outside.Of course, neither Pulitzer Prize-winning photojournalist Will Navidson nor his companion Karen Green was prepared to face the consequences of that impossibility, until the day their two little children wandered off and their voices eerily began to return another story—of creature darkness, of an ever-growing abyss behind a closet door, and of that unholy growl which soon enough would tear through their walls and consume all their dreams.
4.13
New York Public Library Young Lions Fiction Award (2001), Guardian First Book Award Nominee (2000), James Tait Black Memorial Prize Nominee for Fiction (2000)"
188,Insurgent,Veronica Roth,"One choice can transform you—or it can destroy you. But every choice has consequences, and as unrest surges in the factions all around her, Tris Prior must continue trying to save those she loves—and herself—while grappling with haunting questions of grief and forgiveness, identity and loyalty, politics and love.Tris's initiation day should have been marked by celebration and victory with her chosen faction; instead, the day ended with unspeakable horrors. War now looms as conflict between the factions and their ideologies grows. And in times of war, sides must be chosen, secrets will emerge, and choices will become even more irrevocable—and even more powerful. Transformed by her own decisions but also by haunting grief and guilt, radical new discoveries, and shifting relationships, Tris must fully embrace her Divergence, even if she does not know what she may lose by doing so.New York Times bestselling author Veronica Roth's much-anticipated second book of the dystopian DIVERGENT series is another intoxicating thrill ride of a story, rich with hallmark twists, heartbreaks, romance, and powerful insights about human nature.",4.06,Young Adult,[],"[""Romantic Times Reviewers' Choice Award (RT Award) for Young Adult Protagonist (2011)"", 'Goodreads Choice Award for Best Young Adult Fantasy and Best Goodreads Author (2012)']","Insurgent
Veronica Roth
Young Adult
One choice can transform you—or it can destroy you. But every choice has consequences, and as unrest surges in the factions all around her, Tris Prior must continue trying to save those she loves—and herself—while grappling with haunting questions of grief and forgiveness, identity and loyalty, politics and love.Tris's initiation day should have been marked by celebration and victory with her chosen faction; instead, the day ended with unspeakable horrors. War now looms as conflict between the factions and their ideologies grows. And in times of war, sides must be chosen, secrets will emerge, and choices will become even more irrevocable—and even more powerful. Transformed by her own decisions but also by haunting grief and guilt, radical new discoveries, and shifting relationships, Tris must fully embrace her Divergence, even if she does not know what she may lose by doing so.New York Times bestselling author Veronica Roth's much-anticipated second book of the dystopian DIVERGENT series is another intoxicating thrill ride of a story, rich with hallmark twists, heartbreaks, romance, and powerful insights about human nature.
4.06
Romantic Times Reviewers' Choice Award (RT Award) for Young Adult Protagonist (2011), Goodreads Choice Award for Best Young Adult Fantasy and Best Goodreads Author (2012)"
189,Flowers in the Attic,V.C. Andrews,"Such wonderful children. Such a beautiful mother. Such a lovely house. Such endless terror!It wasn't that she didn't love her children. She did. But there was a fortune at stake—a fortune that would assure their later happiness if she could keep the children a secret from her dying father.So she and her mother hid her darlings away in an unused attic.Just for a little while.But the brutal days swelled into agonizing years. Now Cathy, Chris, and the twins wait in their cramped and helpless world, stirred by adult dreams, adult desires, served a meager sustenance by an angry, superstitious grandmother who knows that the Devil works in dark and devious ways. Sometimes he sends children to do his work—children who—one by one—must be destroyed....'Way upstairs there are four secrets hidden. Blond, beautiful, innocent struggling to stay alive....",3.8,Fiction,[],['Books I Loved Best Yearly (BILBY) Awards for Secondary (1993)'],"Flowers in the Attic
V.C. Andrews
Fiction
Such wonderful children. Such a beautiful mother. Such a lovely house. Such endless terror!It wasn't that she didn't love her children. She did. But there was a fortune at stake—a fortune that would assure their later happiness if she could keep the children a secret from her dying father.So she and her mother hid her darlings away in an unused attic.Just for a little while.But the brutal days swelled into agonizing years. Now Cathy, Chris, and the twins wait in their cramped and helpless world, stirred by adult dreams, adult desires, served a meager sustenance by an angry, superstitious grandmother who knows that the Devil works in dark and devious ways. Sometimes he sends children to do his work—children who—one by one—must be destroyed....'Way upstairs there are four secrets hidden. Blond, beautiful, innocent struggling to stay alive....
3.8
Books I Loved Best Yearly (BILBY) Awards for Secondary (1993)"
190,"Little Women, Little Men, Jo's Boys",Louisa May Alcott,"Little Women, Good Wives, Little Men and Jo's Boys are a series of novels by American author Louisa May Alcott (1832-1888). The books are loosely based on the author's childhood experiences with her three sisters. The novels are classics - the publisher unable to keep up with the demand when the first book in the series was published. Themes of romance, family drama, gender constraints and the validation of virtue over wealth are explored in these timeless stories.",4.3,Classics,[],[],"Little Women, Little Men, Jo's Boys
Louisa May Alcott
Classics
Little Women, Good Wives, Little Men and Jo's Boys are a series of novels by American author Louisa May Alcott (1832-1888). The books are loosely based on the author's childhood experiences with her three sisters. The novels are classics - the publisher unable to keep up with the demand when the first book in the series was published. Themes of romance, family drama, gender constraints and the validation of virtue over wealth are explored in these timeless stories.
4."
191,Eldest,Christopher Paolini,"Darkness falls…despair abounds…evil reigns…Eragon and his dragon, Saphira, have just saved the rebel state from destruction by the mighty forces of King Galbatorix, cruel ruler of the Empire. Now Eragon must travel to Ellesmera, land of the elves, for further training in the skills of the Dragon Rider. Ages 12+.Darkness falls…despair abounds…evil reigns…Eragon and his dragon, Saphira, have just saved the rebel state from destruction by the mighty forces of King Galbatorix, cruel ruler of the Empire. Now Eragon must travel to Ellesmera, land of the elves, for further training in the skills of the Dragon Rider: magic and swordsmanship. Soon he is on the journey of a lifetime, his eyes open to awe-inspring new places and people, his days filled with fresh adventure. But chaos and betrayal plague him at every turn, and nothing is what it seems. Before long, Eragon doesn't know whom he can trust.Meanwhile, his cousin Roran must fight a new battle–one that might put Eragon in even graver danger.Will the king's dark hand strangle all resistance? Eragon may not escape with even his life. . . .",3.97,Fantasy,[],"[""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2006)"", 'Colorado Blue Spruce Young Adult Book Award (2007)', 'Teen Buckeye Book Award (2007)', 'Soaring Eagle Book Award (2006)']","Eldest
Christopher Paolini
Fantasy
Darkness falls…despair abounds…evil reigns…Eragon and his dragon, Saphira, have just saved the rebel state from destruction by the mighty forces of King Galbatorix, cruel ruler of the Empire. Now Eragon must travel to Ellesmera, land of the elves, for further training in the skills of the Dragon Rider. Ages 12+.Darkness falls…despair abounds…evil reigns…Eragon and his dragon, Saphira, have just saved the rebel state from destruction by the mighty forces of King Galbatorix, cruel ruler of the Empire. Now Eragon must travel to Ellesmera, land of the elves, for further training in the skills of the Dragon Rider: magic and swordsmanship. Soon he is on the journey of a lifetime, his eyes open to awe-inspring new places and people, his days filled with fresh adventure. But chaos and betrayal plague him at every turn, and nothing is what it seems. Before long, Eragon doesn't know whom he can trust.Meanwhile, his cousin Roran must fight a new battle–one that might put Eragon in even graver danger.Will the king's dark hand strangle all resistance? Eragon may not escape with even his life. . . .
3.97
West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2006), Colorado Blue Spruce Young Adult Book Award (2007), Teen Buckeye Book Award (2007), Soaring Eagle Book Award (2006)"
192,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,"A mysterious island. An abandoned orphanage. A strange collection of very curious photographs. It all waits to be discovered in Miss Peregrine's Home for Peculiar Children, an unforgettable novel that mixes fiction and photography in a thrilling reading experience. As our story opens, a horrific family tragedy sets sixteen-year-old Jacob journeying to a remote island off the coast of Wales, where he discovers the crumbling ruins of Miss Peregrine's Home for Peculiar Children. As Jacob explores its abandoned bedrooms and hallways, it becomes clear that the children were more than just peculiar. They may have been dangerous. They may have been quarantined on a deserted island for good reason. And somehow-impossible though it seems-they may still be alive. A spine-tingling fantasy illustrated with haunting vintage photography, Miss Peregrine's Home for Peculiar Children will delight adults, teens, and anyone who relishes an adventure in the shadows.",3.9,Fantasy,[],"[""Grand Prix de l'Imaginaire for Roman jeunesse étranger (2015)"", ""Pennsylvania Young Readers' Choice Award for Young Adults (2014)"", 'California Young Readers Medal Nominee for Young Adult (2016)', 'The Kitschies Nominee for Golden Tentacle (Debut) (2011)']","Miss Peregrine's Home for Peculiar Children
Ransom Riggs
Fantasy
A mysterious island. An abandoned orphanage. A strange collection of very curious photographs. It all waits to be discovered in Miss Peregrine's Home for Peculiar Children, an unforgettable novel that mixes fiction and photography in a thrilling reading experience. As our story opens, a horrific family tragedy sets sixteen-year-old Jacob journeying to a remote island off the coast of Wales, where he discovers the crumbling ruins of Miss Peregrine's Home for Peculiar Children. As Jacob explores its abandoned bedrooms and hallways, it becomes clear that the children were more than just peculiar. They may have been dangerous. They may have been quarantined on a deserted island for good reason. And somehow-impossible though it seems-they may still be alive. A spine-tingling fantasy illustrated with haunting vintage photography, Miss Peregrine's Home for Peculiar Children will delight adults, teens, and anyone who relishes an adventure in the shadows.
3.9
Grand Prix de l'Imaginaire for Roman jeunesse étranger (2015), Pennsylvania Young Readers' Choice Award for Young Adults (2014), California Young Readers Medal Nominee for Young Adult (2016), The Kitschies Nominee for Golden Tentacle (Debut) (2011)"
193,Maus I: A Survivor's Tale: My Father Bleeds History,Art Spiegelman,"A story of a Jewish survivor of Hitler's Europe and his son, a cartoonist who tries to come to terms with his father's story and history itself.",4.34,Sequential Art,[],"['Pulitzer Prize for Letters Award (1992)', ""Prix du Festival d'Angoulême for Alfred du meilleur album etranger (1988)"", 'Urhunden Prize for Foreign Album (1988)', 'National Book Critics Circle Award Nominee for Biography/Autobiography (1986)']","Maus I: A Survivor's Tale: My Father Bleeds History
Art Spiegelman
Sequential Art
A story of a Jewish survivor of Hitler's Europe and his son, a cartoonist who tries to come to terms with his father's story and history itself.
4.34
Pulitzer Prize for Letters Award (1992), Prix du Festival d'Angoulême for Alfred du meilleur album etranger (1988), Urhunden Prize for Foreign Album (1988), National Book Critics Circle Award Nominee for Biography/Autobiography (1986)"
194,Secrets of the Realm,Bev Stout,"Blamed for her uncle's death, fifteen-year-old Annie is on the run. Knowing the perils she will face on the streets of eighteenth century London, she disguises herself as a boy. Her life on the streets is cut short when she becomes Captain Hawke’s cabin boy. Not only must Annie work alongside the Realm’s motley crew of outcasts and gentlemen, she must also keep her superstitious shipmates from discovering she is a girl. Annie vows she will never leave the Realm, where dreams are chased, shattered lives can mend, and secrets are stowed like keepsakes in an old desk drawer. But when her past catches up with her, can she return to the Realm? More importantly, will she have a choice?",3.93,Historical,[],[],"Secrets of the Realm
Bev Stout
Historical
Blamed for her uncle's death, fifteen-year-old Annie is on the run. Knowing the perils she will face on the streets of eighteenth century London, she disguises herself as a boy. Her life on the streets is cut short when she becomes Captain Hawke’s cabin boy. Not only must Annie work alongside the Realm’s motley crew of outcasts and gentlemen, she must also keep her superstitious shipmates from discovering she is a girl. Annie vows she will never leave the Realm, where dreams are chased, shattered lives can mend, and secrets are stowed like keepsakes in an old desk drawer. But when her past catches up with her, can she return to the Realm? More importantly, will she have a choice?
3.9"
195,Walks Away Woman,Ki Longfellow,"Ki Longfellow, acclaimed author of Flow Down Like Silver: Hypatia of Alexandria, The Secret Magdalene, and Houdini Heart has penned Walks Away Woman, a remarkable story of an ordinary woman driven to an extraordinary decision. Overwhelmed, overwrought, and overweight, an everyday housewife walks into the Sonoran Desert to die. But there’s more to a desert than sand or death. There’s thorns, venom, claws, heat, thirst, other people—and unexpected adventure.As she says, “It’s because your gums are receding and your hair is thinning and your neckline is sagging. It’s because all you ever had was your youth, and you spent that so long ago now it’s hard to remember what you bought with it. Mrs. Warner shuddered in her loosening skin, was almost running now. It’s because you’re scared. Lately you’re so scared and so aimless and so useless you sleep half the day and panic half the night. In between, you watch TV to ward off the evil of watching yourself. So—if not death, then what? “When she tripped over a rock—and in tripping, plunged over the edge of a cliff—Mrs. Warner had forgotten the desert, the cacti, the heat, the hunger, the thirst. All that was left was an ever increasing panic and an ever deepening desperation. And then there was the shock of falling and the screaming inside: Here we go, here we go—but don’t hurt, don’t hurt. Oh god, please! Don’t hurt!After that, there was nothing.”Until she woke up at the bottom of an arroyo with a lot of surviving to do. And all she had was her purse. It wasn’t much to face a desert with, but Mrs. Warner, born Molly Brock, was in a fight for her life, the life she didn’t want until she was just about to lose it.What’s an everyday housewife to do? In Molly’s case, a lot. And every bit of it changing her from ordinary to extraordinary.",4.32,Adventure,[],[],"Walks Away Woman
Ki Longfellow
Adventure
Ki Longfellow, acclaimed author of Flow Down Like Silver: Hypatia of Alexandria, The Secret Magdalene, and Houdini Heart has penned Walks Away Woman, a remarkable story of an ordinary woman driven to an extraordinary decision. Overwhelmed, overwrought, and overweight, an everyday housewife walks into the Sonoran Desert to die. But there’s more to a desert than sand or death. There’s thorns, venom, claws, heat, thirst, other people—and unexpected adventure.As she says, “It’s because your gums are receding and your hair is thinning and your neckline is sagging. It’s because all you ever had was your youth, and you spent that so long ago now it’s hard to remember what you bought with it. Mrs. Warner shuddered in her loosening skin, was almost running now. It’s because you’re scared. Lately you’re so scared and so aimless and so useless you sleep half the day and panic half the night. In between, you watch TV to ward off the evil of watching yourself. So—if not death, then what? “When she tripped over a rock—and in tripping, plunged over the edge of a cliff—Mrs. Warner had forgotten the desert, the cacti, the heat, the hunger, the thirst. All that was left was an ever increasing panic and an ever deepening desperation. And then there was the shock of falling and the screaming inside: Here we go, here we go—but don’t hurt, don’t hurt. Oh god, please! Don’t hurt!After that, there was nothing.”Until she woke up at the bottom of an arroyo with a lot of surviving to do. And all she had was her purse. It wasn’t much to face a desert with, but Mrs. Warner, born Molly Brock, was in a fight for her life, the life she didn’t want until she was just about to lose it.What’s an everyday housewife to do? In Molly’s case, a lot. And every bit of it changing her from ordinary to extraordinary.
4.3"
196,Of Human Bondage,W. Somerset Maugham,"The first and most autobiographical of Maugham's masterpieces. It is the story of Philip Carey, an orphan eager for life, love and adventure. After a few months studying in Heidelberg, and a brief spell in Paris as a would-be artist, he settles in London to train as a doctor where he meets Mildred, the loud but irresistible waitress with whom he plunges into a tortured and masochistic affair.",4.12,Classics,[],[],"Of Human Bondage
W. Somerset Maugham
Classics
The first and most autobiographical of Maugham's masterpieces. It is the story of Philip Carey, an orphan eager for life, love and adventure. After a few months studying in Heidelberg, and a brief spell in Paris as a would-be artist, he settles in London to train as a doctor where he meets Mildred, the loud but irresistible waitress with whom he plunges into a tortured and masochistic affair.
4.1"
197,A Passage to India,E.M. Forster,"When Adela Quested and her elderly companion Mrs Moore arrive in the Indian town of Chandrapore, they quickly feel trapped by its insular and prejudiced 'Anglo-Indian' community. Determined to escape the parochial English enclave and explore the 'real India', they seek the guidance of the charming and mercurial Dr Aziz, a cultivated Indian Muslim. But a mysterious incident occurs while they are exploring the Marabar caves with Aziz, and the well-respected doctor soon finds himself at the centre of a scandal that rouses violent passions among both the British and their Indian subjects. A masterly portrait of a society in the grip of imperialism, A Passage to India compellingly depicts the fate of individuals caught between the great political and cultural conflicts of the modern world. In his introduction, Pankaj Mishra outlines Forster's complex engagement with Indian society and culture. This edition reproduces the Abinger text and notes, and also includes four of Forster's essays on India, a chronology and further reading.",3.67,Classics,[],"['James Tait Black Memorial Prize for Fiction (1924)', 'Prix Femina Vie Heureuse Anglais (1925)']","A Passage to India
E.M. Forster
Classics
When Adela Quested and her elderly companion Mrs Moore arrive in the Indian town of Chandrapore, they quickly feel trapped by its insular and prejudiced 'Anglo-Indian' community. Determined to escape the parochial English enclave and explore the 'real India', they seek the guidance of the charming and mercurial Dr Aziz, a cultivated Indian Muslim. But a mysterious incident occurs while they are exploring the Marabar caves with Aziz, and the well-respected doctor soon finds himself at the centre of a scandal that rouses violent passions among both the British and their Indian subjects. A masterly portrait of a society in the grip of imperialism, A Passage to India compellingly depicts the fate of individuals caught between the great political and cultural conflicts of the modern world. In his introduction, Pankaj Mishra outlines Forster's complex engagement with Indian society and culture. This edition reproduces the Abinger text and notes, and also includes four of Forster's essays on India, a chronology and further reading.
3.67
James Tait Black Memorial Prize for Fiction (1924), Prix Femina Vie Heureuse Anglais (1925)"
198,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,"A multilayered, bone-chilling narrative of messianic delusion, savage violence, polygamy, and unyielding faith. This is vintage Krakauer, an utterly compelling work of nonfiction that illuminates an otherwise confounding realm of human behavior.Jon Krakauer’s literary reputation rests on insightful chronicles of lives conducted at the outer limits. In Under The Banner of Heaven: A Story of Violent Faith, he shifts his focus from extremes of physical adventure to extremes of religious belief within our own borders. At the core of his book is an appalling double murder committed by two Mormon Fundamentalist brothers, Ron and Dan Lafferty, who insist they received a revelation from God commanding them to kill their blameless victims. Beginning with a meticulously researched account of this ""divinely inspired"" crime, Krakauer constructs a multilayered, bone-chilling narrative of messianic delusion, savage violence, polygamy, and unyielding faith. Along the way, he uncovers a shadowy offshoot of America’s fastest-growing religion, and raises provocative questions about the nature of religious belief.Krakauer takes readers inside isolated communities in the American West, Canada, and Mexico, where some forty-thousand Mormon Fundamentalists believe the mainstream Mormon Church went unforgivably astray when it renounced polygamy. Defying both civil authorities and the Mormon establishment in Salt Lake City, the leaders of these outlaw sects are zealots who answer only to God. Marrying prodigiously and with virtual impunity (the leader of the largest fundamentalist church took seventy-five ""plural wives,"" several of whom were wed to him when they were fourteen or fifteen and he was in his eighties), fundamentalist prophets exercise absolute control over the lives of their followers, and preach that any day now the world will be swept clean in a hurricane of fire, sparing only their most obedient adherents.Weaving the story of the Lafferty brothers and their fanatical brethren with a clear-eyed look at Mormonism’s violent past, Krakauer examines the underbelly of the most successful homegrown faith in the United States, and finds a distinctly American brand of religious extremism. The result is vintage Krakauer, an utterly compelling work of nonfiction that illuminates an otherwise confounding realm of human behavior.",3.99,Nonfiction,[],['Colorado Book Award for General Nonfiction (2004)'],"Under the Banner of Heaven: A Story of Violent Faith
Jon Krakauer
Nonfiction
A multilayered, bone-chilling narrative of messianic delusion, savage violence, polygamy, and unyielding faith. This is vintage Krakauer, an utterly compelling work of nonfiction that illuminates an otherwise confounding realm of human behavior.Jon Krakauer’s literary reputation rests on insightful chronicles of lives conducted at the outer limits. In Under The Banner of Heaven: A Story of Violent Faith, he shifts his focus from extremes of physical adventure to extremes of religious belief within our own borders. At the core of his book is an appalling double murder committed by two Mormon Fundamentalist brothers, Ron and Dan Lafferty, who insist they received a revelation from God commanding them to kill their blameless victims. Beginning with a meticulously researched account of this ""divinely inspired"" crime, Krakauer constructs a multilayered, bone-chilling narrative of messianic delusion, savage violence, polygamy, and unyielding faith. Along the way, he uncovers a shadowy offshoot of America’s fastest-growing religion, and raises provocative questions about the nature of religious belief.Krakauer takes readers inside isolated communities in the American West, Canada, and Mexico, where some forty-thousand Mormon Fundamentalists believe the mainstream Mormon Church went unforgivably astray when it renounced polygamy. Defying both civil authorities and the Mormon establishment in Salt Lake City, the leaders of these outlaw sects are zealots who answer only to God. Marrying prodigiously and with virtual impunity (the leader of the largest fundamentalist church took seventy-five ""plural wives,"" several of whom were wed to him when they were fourteen or fifteen and he was in his eighties), fundamentalist prophets exercise absolute control over the lives of their followers, and preach that any day now the world will be swept clean in a hurricane of fire, sparing only their most obedient adherents.Weaving the story of the Lafferty brothers and their fanatical brethren with a clear-eyed look at Mormonism’s violent past, Krakauer examines the underbelly of the most successful homegrown faith in the United States, and finds a distinctly American brand of religious extremism. The result is vintage Krakauer, an utterly compelling work of nonfiction that illuminates an otherwise confounding realm of human behavior.
3.99
Colorado Book Award for General Nonfiction (2004)"
